RANKED SIMILARITIES: 1 (converts to 0, then to 0) 
75 18 1.4452110361 (30, 26) mlgrad
75 14 1.45603723111 (16, 14) 1styeargrad
75 68 1.47968551732 (38, 33) mlfrosh
75 54 1.51001830013 (91, 0) mlgrad
75 73 1.51156807179 (70, 59) sloan
75 76 1.53608859014 (82, 71) 1styeargrad
75 79 1.55237663 (76, 65) sloan
75 51 1.55417305336 (58, 49) 1styeargrad
75 63 1.56890034158 (36, 31) mlgrad
75 88 1.56956346452 (17, 15) mlstaff
75 41 1.58684373103 (0, 0) prof
75 94 1.5912101995 (10, 8) mlgrad
75 97 1.59338064467 (22, 19) 1styeargrad
75 3 1.60244421505 (32, 28) mlfrosh
75 37 1.61450097079 (94, 82) mlgrad
75 31 1.61519966599 (0, 0) sloan
75 33 1.65317664279 (41, 35) mlstaff
75 45 1.65319391931 (84, 73) sloan
75 34 1.69776212185 (96, 84) mlgrad
75 40 1.69817460065 (98, 86) sloan
75 69 1.7519535679 (28, 24) 1styeargrad
75 78 1.7825902224 (12, 10) mlgrad
75 47 1.7825902224 (90, 78) mlgrad
75 90 1.7825902224 (13, 11) grad
75 15 1.7825902224 (15, 13) 1styeargrad
75 27 1.7825902224 (34, 0) 
75 6 1.7825902224 (3, 1) 1styeargrad
75 2 1.7825902224 (29, 25) mlgrad
75 82 1.7825902224 (83, 72) mlgrad
75 92 1.7825902224 (46, 39) sloan
75 80 1.7825902224 (27, 23) mlgrad
75 91 1.7825902224 (35, 30) mlgrad
75 58 1.7825902224 (33, 29) mlfrosh
75 30 1.79274411093 (68, 57) mlgrad
75 59 1.79699768461 (7, 5) grad
75 62 1.79821195991 (104, 92) mlgrad
75 71 1.80018326791 (20, 17) 1styeargrad
75 35 1.80610836196 (0, 0) sloan
75 57 1.8063584472 (23, 20) mlgrad
75 77 1.82662991632 (89, 77) sloan
75 20 1.82717317347 (74, 63) sloan
75 96 1.84640654347 (25, 21) mlgrad
75 72 1.85374150115 (81, 70) sloan
75 46 1.85786244298 (93, 81) sloan
75 43 1.86204171134 (101, 89) mlgrad
75 65 1.87225345033 (53, 44) mlgrad
75 49 1.88632183699 (50, 42) mlgrad
75 29 1.88669388683 (4, 2) mlgrad
75 74 1.88948362644 (75, 64) mlgrad
75 85 1.89408025537 (6, 4) mlgrad
75 26 1.89595992649 (63, 53) 1styeargrad
75 61 1.8969973693 (79, 68) mlfrosh
75 86 1.90010334427 (8, 6) mlgrad
75 24 1.90139512569 (78, 67) mlfrosh
75 70 1.90469376557 (40, 34) mlfrosh
75 12 1.90475675093 (97, 85) sloan
75 17 1.9066592809 (0, 0) 5 year media lab
75 23 1.91294676133 (61, 51) sloan
75 22 1.91340425886 (49, 41) sloan
75 42 1.91434430239 (51, 0) 
75 10 1.92420526898 (37, 32) mlgrad
75 5 1.92918353559 (24, 0) 
75 93 1.9338660921 (65, 54) mlgrad
75 28 1.93933844365 (0, 0) 6years
75 81 1.94123981205 (19, 16) 1styeargrad
75 84 1.94267425566 (77, 66) sloan
75 11 1.94757918025 (88, 76) 1styeargrad
75 66 1.94784122509 (42, 36) sloan
75 36 1.95160446122 (54, 45) sloan
75 4 1.9521936406 (55, 46) sloan
75 9 1.95439414956 (0, 0) mlUrop
75 21 1.95769749601 (103, 91) mlgrad
75 50 1.96292783164 (86, 74) sloan
75 19 1.96688312402 (56, 47) sloan
75 13 1.9704951578 (87, 75) mlstaff
75 56 1.97284666523 (95, 83) sloan
75 38 1.97304592123 (52, 43) sloan
75 60 1.97370983902 (67, 56) mlgrad
75 39 1.97431528343 (60, 50) mlgrad
75 25 inf (0, 0) sloan
75 48 inf (0, 0) Germany
75 52 inf (0, 0) 
75 53 inf (43, 37) mlgrad
75 55 inf (0, 0) urop_hd
75 64 inf (66, 55) sloan
75 67 inf (0, 0) sloan
75 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 76 (converts to 82, then to 71) 1styeargrad
76 32 1.31133473259 (0, 0) graduated
76 83 1.31484618854 (5, 3) mlgrad
76 63 1.3219538759 (36, 31) mlgrad
76 27 1.39419220191 (34, 0) 
76 2 1.42400672318 (29, 25) mlgrad
76 6 1.4246011852 (3, 1) 1styeargrad
76 44 1.44046034691 (0, 0) 3rdyeargrad
76 92 1.45871053116 (46, 39) sloan
76 91 1.47446250522 (35, 30) mlgrad
76 97 1.48750713043 (22, 19) 1styeargrad
76 78 1.51297663041 (12, 10) mlgrad
76 75 1.53608859014 (100, 88) 1styeargrad
76 58 1.54238421674 (33, 29) mlfrosh
76 34 1.55962035806 (96, 84) mlgrad
76 7 1.56269151201 (21, 18) 1styeargrad
76 94 1.57659697607 (10, 8) mlgrad
76 89 1.60877628036 (26, 22) 1styeargrad
76 37 1.62696306731 (94, 82) mlgrad
76 68 1.63017765214 (38, 33) mlfrosh
76 16 1.64750591461 (102, 90) mlurop
76 88 1.65791246313 (17, 15) mlstaff
76 8 1.66110467908 (18, 0) 
76 95 1.66195504267 (9, 7) professor
76 73 1.6624993658 (70, 59) sloan
76 82 1.67405559884 (83, 72) mlgrad
76 14 1.68012381589 (16, 14) 1styeargrad
76 15 1.68191917906 (15, 13) 1styeargrad
76 90 1.6852409933 (13, 11) grad
76 54 1.69342066193 (91, 0) mlgrad
76 79 1.70207133261 (76, 65) sloan
76 80 1.70946187235 (27, 23) mlgrad
76 33 1.72129017275 (41, 35) mlstaff
76 3 1.72549494792 (32, 28) mlfrosh
76 45 1.74350167094 (84, 73) sloan
76 47 1.74631591948 (90, 78) mlgrad
76 59 1.76659755145 (7, 5) grad
76 31 1.76804856137 (0, 0) sloan
76 18 1.76901616845 (30, 26) mlgrad
76 71 1.76977064117 (20, 17) 1styeargrad
76 35 1.78577285145 (0, 0) sloan
76 69 1.79169655817 (28, 24) 1styeargrad
76 30 1.79274411093 (68, 57) mlgrad
76 77 1.7962285356 (89, 77) sloan
76 20 1.79637229495 (74, 63) sloan
76 62 1.79821195991 (104, 92) mlgrad
76 57 1.80635504091 (23, 20) mlgrad
76 51 1.81608724144 (58, 49) 1styeargrad
76 40 1.82382656821 (98, 86) sloan
76 46 1.82746230982 (93, 81) sloan
76 41 1.83313229917 (0, 0) prof
76 96 1.84640531394 (25, 21) mlgrad
76 49 1.85592170383 (50, 42) mlgrad
76 43 1.86204124697 (101, 89) mlgrad
76 26 1.86555979333 (63, 53) 1styeargrad
76 61 1.86659723614 (79, 68) mlfrosh
76 72 1.86855005166 (81, 70) sloan
76 24 1.8709879005 (78, 67) mlfrosh
76 65 1.87224544573 (53, 44) mlgrad
76 70 1.87429363241 (40, 34) mlfrosh
76 17 1.87625082469 (0, 0) 5 year media lab
76 23 1.88254662817 (61, 51) sloan
76 22 1.8830041257 (49, 41) sloan
76 29 1.88668669124 (4, 2) mlgrad
76 74 1.88948346954 (75, 64) mlgrad
76 85 1.89406875123 (6, 4) mlgrad
76 86 1.90010059746 (8, 6) mlgrad
76 93 1.90346595894 (65, 54) mlgrad
76 66 1.91299194383 (42, 36) sloan
76 42 1.91434430239 (51, 0) 
76 11 1.91717904709 (88, 76) 1styeargrad
76 36 1.92120432806 (54, 45) sloan
76 10 1.92420134686 (37, 32) mlgrad
76 12 1.92551013119 (97, 85) sloan
76 5 1.92917785243 (24, 0) 
76 28 1.93933844365 (0, 0) 6years
76 81 1.94123042162 (19, 16) 1styeargrad
76 84 1.94265843224 (77, 66) sloan
76 4 1.95206210369 (55, 46) sloan
76 9 1.95439414956 (0, 0) mlUrop
76 60 1.95737010581 (67, 56) mlgrad
76 21 1.95769749601 (103, 91) mlgrad
76 50 1.96292704085 (86, 74) sloan
76 19 1.96688312402 (56, 47) sloan
76 13 1.9704951578 (87, 75) mlstaff
76 56 1.97284666523 (95, 83) sloan
76 38 1.97304592123 (52, 43) sloan
76 39 1.97431528343 (60, 50) mlgrad
76 25 inf (0, 0) sloan
76 48 inf (0, 0) Germany
76 52 inf (0, 0) 
76 53 inf (43, 37) mlgrad
76 55 inf (0, 0) urop_hd
76 64 inf (66, 55) sloan
76 67 inf (0, 0) sloan
76 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 77 (converts to 89, then to 77) sloan
77 23 1.54736949304 (61, 51) sloan
77 22 1.59149557309 (49, 41) sloan
77 35 1.6178536058 (0, 0) sloan
77 49 1.62177000669 (50, 42) mlgrad
77 17 1.64523576563 (0, 0) 5 year media lab
77 36 1.65534495636 (54, 45) sloan
77 92 1.68765067771 (46, 39) sloan
77 59 1.7025457369 (7, 5) grad
77 71 1.70532504344 (20, 17) 1styeargrad
77 27 1.71682838086 (34, 0) 
77 46 1.72611803528 (93, 81) sloan
77 58 1.73387466382 (33, 29) mlfrosh
77 20 1.74953952125 (74, 63) sloan
77 61 1.76435869573 (79, 68) mlfrosh
77 26 1.77354302187 (63, 53) 1styeargrad
77 76 1.7962285356 (82, 71) 1styeargrad
77 70 1.81072971651 (40, 34) mlfrosh
77 24 1.81536423132 (78, 67) mlfrosh
77 11 1.81695167314 (88, 76) 1styeargrad
77 66 1.82053311485 (42, 36) sloan
77 80 1.82098503327 (27, 23) mlgrad
77 97 1.82261900201 (22, 19) 1styeargrad
77 2 1.82582701441 (29, 25) mlgrad
77 89 1.82644427317 (26, 22) 1styeargrad
77 94 1.82656768352 (10, 8) mlgrad
77 63 1.82659164129 (36, 31) mlgrad
77 44 1.82660267793 (0, 0) 3rdyeargrad
77 78 1.82662866876 (12, 10) mlgrad
77 7 1.82662866876 (21, 18) 1styeargrad
77 95 1.82662866876 (9, 7) professor
77 90 1.82662866876 (13, 11) grad
77 15 1.82662866876 (15, 13) 1styeargrad
77 32 1.82662866876 (0, 0) graduated
77 57 1.82662866876 (23, 20) mlgrad
77 83 1.82662866876 (5, 3) mlgrad
77 88 1.82662866876 (17, 15) mlstaff
77 91 1.82662951012 (35, 30) mlgrad
77 62 1.82662991632 (104, 92) mlgrad
77 47 1.82662991632 (90, 78) mlgrad
77 6 1.82662991632 (3, 1) 1styeargrad
77 30 1.82662991632 (68, 57) mlgrad
77 75 1.82662991632 (100, 88) 1styeargrad
77 82 1.82662991632 (83, 72) mlgrad
77 73 1.84236108036 (70, 59) sloan
77 68 1.84296626192 (38, 33) mlfrosh
77 96 1.84640531394 (25, 21) mlgrad
77 33 1.84814110633 (41, 35) mlstaff
77 93 1.8597205428 (65, 54) mlgrad
77 43 1.86204124697 (101, 89) mlgrad
77 37 1.86810092953 (94, 82) mlgrad
77 79 1.87152489869 (76, 65) sloan
77 65 1.87225220277 (53, 44) mlgrad
77 40 1.87528944276 (98, 86) sloan
77 8 1.88476285424 (18, 0) 
77 29 1.88669263927 (4, 2) mlgrad
77 74 1.88948346954 (75, 64) mlgrad
77 60 1.89149126177 (67, 56) mlgrad
77 45 1.89286679997 (84, 73) sloan
77 85 1.89406409479 (6, 4) mlgrad
77 86 1.90010209671 (8, 6) mlgrad
77 3 1.90482483618 (32, 28) mlfrosh
77 31 1.90713596962 (0, 0) sloan
77 18 1.90862405503 (30, 26) mlgrad
77 42 1.91434430239 (51, 0) 
77 10 1.92420402142 (37, 32) mlgrad
77 5 1.92918228803 (24, 0) 
77 14 1.9324662164 (16, 14) 1styeargrad
77 16 1.93669694142 (102, 90) mlurop
77 28 1.93933844365 (0, 0) 6years
77 54 1.93942531984 (91, 0) mlgrad
77 81 1.94123856449 (19, 16) 1styeargrad
77 84 1.9426730081 (77, 66) sloan
77 72 1.94306958068 (81, 70) sloan
77 34 1.95098207934 (96, 84) mlgrad
77 4 1.95206210369 (55, 46) sloan
77 41 1.95273553317 (0, 0) prof
77 9 1.95439414956 (0, 0) mlUrop
77 21 1.95769749601 (103, 91) mlgrad
77 50 1.96292704085 (86, 74) sloan
77 19 1.96688312402 (56, 47) sloan
77 12 1.97045928215 (97, 85) sloan
77 13 1.9704951578 (87, 75) mlstaff
77 69 1.97142131306 (28, 24) 1styeargrad
77 56 1.97284666523 (95, 83) sloan
77 38 1.97304592123 (52, 43) sloan
77 39 1.97431528343 (60, 50) mlgrad
77 51 1.98367922438 (58, 49) 1styeargrad
77 25 inf (0, 0) sloan
77 48 inf (0, 0) Germany
77 52 inf (0, 0) 
77 53 inf (43, 37) mlgrad
77 55 inf (0, 0) urop_hd
77 64 inf (66, 55) sloan
77 67 inf (0, 0) sloan
77 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 78 (converts to 12, then to 10) mlgrad
78 29 1.07707588416 (4, 2) mlgrad
78 5 1.12041177002 (24, 0) 
78 91 1.21425379158 (35, 30) mlgrad
78 82 1.28146237262 (83, 72) mlgrad
78 13 1.40652528606 (87, 75) mlstaff
78 85 1.41292887497 (6, 4) mlgrad
78 65 1.41460105536 (53, 44) mlgrad
78 9 1.45505459047 (0, 0) mlUrop
78 15 1.46832033309 (15, 13) 1styeargrad
78 2 1.49569509504 (29, 25) mlgrad
78 47 1.5096948746 (90, 78) mlgrad
78 6 1.51172939226 (3, 1) 1styeargrad
78 27 1.51297663041 (34, 0) 
78 76 1.51297663041 (82, 71) 1styeargrad
78 63 1.51297788115 (36, 31) mlgrad
78 92 1.5129796844 (46, 39) sloan
78 19 1.54080793909 (56, 47) sloan
78 4 1.56096800309 (55, 46) sloan
78 56 1.57026229561 (95, 83) sloan
78 58 1.57279711933 (33, 29) mlfrosh
78 44 1.58627978048 (0, 0) 3rdyeargrad
78 32 1.60884076125 (0, 0) graduated
78 83 1.61093237145 (5, 3) mlgrad
78 12 1.62901944706 (97, 85) sloan
78 97 1.66690640732 (22, 19) 1styeargrad
78 90 1.68524275984 (13, 11) grad
78 80 1.71421975202 (27, 23) mlgrad
78 94 1.72350386406 (10, 8) mlgrad
78 7 1.73038312464 (21, 18) 1styeargrad
78 75 1.7825902224 (100, 88) 1styeargrad
78 30 1.79274411093 (68, 57) mlgrad
78 59 1.79699768461 (7, 5) grad
78 62 1.79821195991 (104, 92) mlgrad
78 71 1.80018021392 (20, 17) 1styeargrad
78 95 1.80393697773 (9, 7) professor
78 57 1.80635539321 (23, 20) mlgrad
78 88 1.80893719842 (17, 15) mlstaff
78 89 1.81467102745 (26, 22) 1styeargrad
78 77 1.82662866876 (89, 77) sloan
78 73 1.84236108036 (70, 59) sloan
78 68 1.84296445549 (38, 33) mlfrosh
78 96 1.84640531394 (25, 21) mlgrad
78 33 1.84814110633 (41, 35) mlstaff
78 46 1.85786244298 (93, 81) sloan
78 43 1.86204124697 (101, 89) mlgrad
78 35 1.86570836918 (0, 0) sloan
78 37 1.8681006021 (94, 82) mlgrad
78 79 1.87152489869 (76, 65) sloan
78 20 1.88384063332 (74, 63) sloan
78 8 1.88470738396 (18, 0) 
78 49 1.88632183699 (50, 42) mlgrad
78 74 1.88948346954 (75, 64) mlgrad
78 45 1.89286679997 (84, 73) sloan
78 26 1.89595992649 (63, 53) 1styeargrad
78 61 1.8969973693 (79, 68) mlfrosh
78 86 1.90010059746 (8, 6) mlgrad
78 24 1.9013920717 (78, 67) mlfrosh
78 70 1.90469376557 (40, 34) mlfrosh
78 17 1.90665622691 (0, 0) 5 year media lab
78 31 1.90713596962 (0, 0) sloan
78 18 1.9086222486 (30, 26) mlgrad
78 23 1.91294676133 (61, 51) sloan
78 22 1.91340425886 (49, 41) sloan
78 42 1.91434430239 (51, 0) 
78 10 1.92420221499 (37, 32) mlgrad
78 14 1.93246440997 (16, 14) 1styeargrad
78 93 1.9338660921 (65, 54) mlgrad
78 16 1.93669686488 (102, 90) mlurop
78 28 1.93933844365 (0, 0) 6years
78 54 1.93942531984 (91, 0) mlgrad
78 3 1.93984856673 (32, 28) mlfrosh
78 81 1.94123675806 (19, 16) 1styeargrad
78 84 1.94267120167 (77, 66) sloan
78 72 1.94306958068 (81, 70) sloan
78 11 1.94757918025 (88, 76) 1styeargrad
78 66 1.94786548831 (42, 36) sloan
78 34 1.95098207934 (96, 84) mlgrad
78 36 1.95160446122 (54, 45) sloan
78 41 1.95273553317 (0, 0) prof
78 21 1.95769749601 (103, 91) mlgrad
78 50 1.96292704085 (86, 74) sloan
78 69 1.97146382551 (28, 24) 1styeargrad
78 38 1.97304592123 (52, 43) sloan
78 60 1.97370678503 (67, 56) mlgrad
78 39 1.97431528343 (60, 50) mlgrad
78 40 1.98198989339 (98, 86) sloan
78 51 1.98367922438 (58, 49) 1styeargrad
78 25 inf (0, 0) sloan
78 48 inf (0, 0) Germany
78 52 inf (0, 0) 
78 53 inf (43, 37) mlgrad
78 55 inf (0, 0) urop_hd
78 64 inf (66, 55) sloan
78 67 inf (0, 0) sloan
78 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 79 (converts to 76, then to 65) sloan
79 34 0.82306098692 (96, 84) mlgrad
79 73 1.37852832431 (70, 59) sloan
79 16 1.39646292971 (102, 90) mlurop
79 8 1.45025289717 (18, 0) 
79 31 1.45614971604 (0, 0) sloan
79 89 1.46297077979 (26, 22) 1styeargrad
79 44 1.47558705377 (0, 0) 3rdyeargrad
79 18 1.52203269225 (30, 26) mlgrad
79 14 1.52345819738 (16, 14) 1styeargrad
79 83 1.53375039276 (5, 3) mlgrad
79 95 1.53676842981 (9, 7) professor
79 37 1.53835948949 (94, 82) mlgrad
79 75 1.55237663 (100, 88) 1styeargrad
79 68 1.56647677765 (38, 33) mlfrosh
79 7 1.5701863353 (21, 18) 1styeargrad
79 32 1.5841428733 (0, 0) graduated
79 88 1.58449296694 (17, 15) mlstaff
79 45 1.59946552702 (84, 73) sloan
79 54 1.60349391389 (91, 0) mlgrad
79 40 1.61892817716 (98, 86) sloan
79 33 1.66328986316 (41, 35) mlstaff
79 69 1.66389517815 (28, 24) 1styeargrad
79 3 1.66838551674 (32, 28) mlfrosh
79 51 1.67149709351 (58, 49) 1styeargrad
79 41 1.67370848919 (0, 0) prof
79 63 1.6756285508 (36, 31) mlgrad
79 97 1.68698826045 (22, 19) 1styeargrad
79 94 1.7008736324 (10, 8) mlgrad
79 76 1.70207133261 (82, 71) 1styeargrad
79 20 1.81755718272 (74, 63) sloan
79 35 1.81844681649 (0, 0) sloan
79 72 1.87146277037 (81, 70) sloan
79 78 1.87152489869 (12, 10) mlgrad
79 43 1.87152489869 (101, 89) mlgrad
79 57 1.87152489869 (23, 20) mlgrad
79 47 1.87152489869 (90, 78) mlgrad
79 90 1.87152489869 (13, 11) grad
79 15 1.87152489869 (15, 13) 1styeargrad
79 71 1.87152489869 (20, 17) 1styeargrad
79 27 1.87152489869 (34, 0) 
79 6 1.87152489869 (3, 1) 1styeargrad
79 46 1.87152489869 (93, 81) sloan
79 77 1.87152489869 (89, 77) sloan
79 59 1.87152489869 (7, 5) grad
79 62 1.87152489869 (104, 92) mlgrad
79 2 1.87152489869 (29, 25) mlgrad
79 96 1.87152489869 (25, 21) mlgrad
79 30 1.87152489869 (68, 57) mlgrad
79 92 1.87152489869 (46, 39) sloan
79 91 1.87152489869 (35, 30) mlgrad
79 82 1.87152489869 (83, 72) mlgrad
79 80 1.87152489869 (27, 23) mlgrad
79 58 1.87152489869 (33, 29) mlfrosh
79 65 1.87225345033 (53, 44) mlgrad
79 49 1.88632183699 (50, 42) mlgrad
79 29 1.88669388683 (4, 2) mlgrad
79 74 1.88948362644 (75, 64) mlgrad
79 85 1.89408025537 (6, 4) mlgrad
79 12 1.89555732395 (97, 85) sloan
79 26 1.89595992649 (63, 53) 1styeargrad
79 61 1.8969973693 (79, 68) mlfrosh
79 86 1.90010334427 (8, 6) mlgrad
79 24 1.90139512569 (78, 67) mlfrosh
79 70 1.90458442838 (40, 34) mlfrosh
79 17 1.9066592809 (0, 0) 5 year media lab
79 23 1.91294676133 (61, 51) sloan
79 22 1.91340425886 (49, 41) sloan
79 42 1.91434430239 (51, 0) 
79 10 1.92420526898 (37, 32) mlgrad
79 5 1.92918353559 (24, 0) 
79 93 1.9338660921 (65, 54) mlgrad
79 28 1.93933844365 (0, 0) 6years
79 81 1.94123981205 (19, 16) 1styeargrad
79 84 1.94267425566 (77, 66) sloan
79 11 1.94757918025 (88, 76) 1styeargrad
79 66 1.94785442714 (42, 36) sloan
79 36 1.95160446122 (54, 45) sloan
79 4 1.9521936406 (55, 46) sloan
79 9 1.95439414956 (0, 0) mlUrop
79 21 1.95769749601 (103, 91) mlgrad
79 50 1.96292783164 (86, 74) sloan
79 19 1.96688312402 (56, 47) sloan
79 13 1.9704951578 (87, 75) mlstaff
79 56 1.97284666523 (95, 83) sloan
79 38 1.97304592123 (52, 43) sloan
79 60 1.97370983902 (67, 56) mlgrad
79 39 1.97431528343 (60, 50) mlgrad
79 25 inf (0, 0) sloan
79 48 inf (0, 0) Germany
79 52 inf (0, 0) 
79 53 inf (43, 37) mlgrad
79 55 inf (0, 0) urop_hd
79 64 inf (66, 55) sloan
79 67 inf (0, 0) sloan
79 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 80 (converts to 27, then to 23) mlgrad
80 21 0.889346451063 (103, 91) mlgrad
80 50 1.17064163178 (86, 74) sloan
80 57 1.38666166382 (23, 20) mlgrad
80 62 1.39125272321 (104, 92) mlgrad
80 96 1.51663051504 (25, 21) mlgrad
80 30 1.54601573874 (68, 57) mlgrad
80 90 1.58300624809 (13, 11) grad
80 43 1.60031372254 (101, 89) mlgrad
80 86 1.60808609216 (8, 6) mlgrad
80 42 1.62701773124 (51, 0) 
80 81 1.631760572 (19, 16) 1styeargrad
80 74 1.63541052259 (75, 64) mlgrad
80 10 1.64155863961 (37, 32) mlgrad
80 38 1.64173424774 (52, 43) sloan
80 72 1.64287993919 (81, 70) sloan
80 28 1.64780034609 (0, 0) 6years
80 84 1.6535819549 (77, 66) sloan
80 35 1.66603683589 (0, 0) sloan
80 39 1.68975587677 (60, 50) mlgrad
80 27 1.70857589582 (34, 0) 
80 58 1.70857589582 (33, 29) mlfrosh
80 92 1.70857692266 (46, 39) sloan
80 76 1.70946187235 (82, 71) 1styeargrad
80 97 1.71202691934 (22, 19) 1styeargrad
80 2 1.71357688795 (29, 25) mlgrad
80 78 1.71421975202 (12, 10) mlgrad
80 15 1.71421975202 (15, 13) 1styeargrad
80 63 1.71421975202 (36, 31) mlgrad
80 32 1.71421975202 (0, 0) graduated
80 83 1.71421975202 (5, 3) mlgrad
80 91 1.71422037266 (35, 30) mlgrad
80 44 1.71422077887 (0, 0) 3rdyeargrad
80 6 1.71422077887 (3, 1) 1styeargrad
80 82 1.71422077887 (83, 72) mlgrad
80 94 1.72349485729 (10, 8) mlgrad
80 7 1.73040408652 (21, 18) 1styeargrad
80 47 1.74631591948 (90, 78) mlgrad
80 37 1.74743361034 (94, 82) mlgrad
80 75 1.7825902224 (100, 88) 1styeargrad
80 59 1.7913538284 (7, 5) grad
80 71 1.79272423075 (20, 17) 1styeargrad
80 95 1.80393842105 (9, 7) professor
80 88 1.80893922557 (17, 15) mlstaff
80 89 1.814488659 (26, 22) 1styeargrad
80 77 1.82098503327 (89, 77) sloan
80 73 1.84236108036 (70, 59) sloan
80 68 1.84296648264 (38, 33) mlfrosh
80 33 1.84814110633 (41, 35) mlstaff
80 46 1.85200770634 (93, 81) sloan
80 79 1.87152489869 (76, 65) sloan
80 65 1.87225242349 (53, 44) mlgrad
80 20 1.87819677711 (74, 63) sloan
80 49 1.88067798078 (50, 42) mlgrad
80 8 1.88476285424 (18, 0) 
80 29 1.88669285999 (4, 2) mlgrad
80 26 1.89031607028 (63, 53) 1styeargrad
80 61 1.89135351309 (79, 68) mlfrosh
80 45 1.89286679997 (84, 73) sloan
80 85 1.89406409479 (6, 4) mlgrad
80 24 1.89575024264 (78, 67) mlfrosh
80 70 1.89904990936 (40, 34) mlfrosh
80 17 1.90101439785 (0, 0) 5 year media lab
80 31 1.90713596962 (0, 0) sloan
80 23 1.90730290512 (61, 51) sloan
80 22 1.90776040265 (49, 41) sloan
80 18 1.90862427575 (30, 26) mlgrad
80 93 1.92822223589 (65, 54) mlgrad
80 5 1.92918250875 (24, 0) 
80 14 1.93246643712 (16, 14) 1styeargrad
80 3 1.93421084503 (32, 28) mlfrosh
80 16 1.93669716214 (102, 90) mlurop
80 54 1.93942531984 (91, 0) mlgrad
80 11 1.94193532404 (88, 76) 1styeargrad
80 66 1.9422216321 (42, 36) sloan
80 36 1.94596060501 (54, 45) sloan
80 34 1.95098207934 (96, 84) mlgrad
80 4 1.95206210369 (55, 46) sloan
80 41 1.95273553317 (0, 0) prof
80 9 1.95439414956 (0, 0) mlUrop
80 19 1.96688312402 (56, 47) sloan
80 60 1.96806495597 (67, 56) mlgrad
80 12 1.97045928215 (97, 85) sloan
80 13 1.9704951578 (87, 75) mlstaff
80 69 1.97142152445 (28, 24) 1styeargrad
80 56 1.97284666523 (95, 83) sloan
80 40 1.97634603718 (98, 86) sloan
80 51 1.98367922438 (58, 49) 1styeargrad
80 25 inf (0, 0) sloan
80 48 inf (0, 0) Germany
80 52 inf (0, 0) 
80 53 inf (43, 37) mlgrad
80 55 inf (0, 0) urop_hd
80 64 inf (66, 55) sloan
80 67 inf (0, 0) sloan
80 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 81 (converts to 19, then to 16) 1styeargrad
81 38 1.06102052456 (52, 43) sloan
81 96 1.30551495912 (25, 21) mlgrad
81 10 1.33298168888 (37, 32) mlgrad
81 21 1.35161901091 (103, 91) mlgrad
81 50 1.35541359039 (86, 74) sloan
81 57 1.38617730535 (23, 20) mlgrad
81 30 1.40234532282 (68, 57) mlgrad
81 28 1.40235610115 (0, 0) 6years
81 86 1.40368388381 (8, 6) mlgrad
81 39 1.41562133101 (60, 50) mlgrad
81 74 1.4221416841 (75, 64) mlgrad
81 84 1.4932904246 (77, 66) sloan
81 62 1.49871176194 (104, 92) mlgrad
81 42 1.51237017215 (51, 0) 
81 72 1.58306467809 (81, 70) sloan
81 43 1.60520887319 (101, 89) mlgrad
81 80 1.631760572 (27, 23) mlgrad
81 35 1.65386382404 (0, 0) sloan
81 90 1.7814848419 (13, 11) grad
81 37 1.82649254217 (94, 82) mlgrad
81 71 1.93941626751 (20, 17) 1styeargrad
81 46 1.94102893161 (93, 81) sloan
81 14 1.94123042162 (16, 14) 1styeargrad
81 76 1.94123042162 (82, 71) 1styeargrad
81 32 1.94123042162 (0, 0) graduated
81 58 1.94123042162 (33, 29) mlfrosh
81 27 1.94123096191 (34, 0) 
81 17 1.941231489 (0, 0) 5 year media lab
81 65 1.94123180745 (53, 44) mlgrad
81 29 1.94123261646 (4, 2) mlgrad
81 24 1.94123272002 (78, 67) mlfrosh
81 7 1.94123411582 (21, 18) 1styeargrad
81 5 1.94123412889 (24, 0) 
81 3 1.94123466118 (32, 28) mlfrosh
81 83 1.94123469181 (5, 3) mlgrad
81 88 1.94123510135 (17, 15) mlstaff
81 18 1.9412358919 (30, 26) mlgrad
81 68 1.94123614441 (38, 33) mlfrosh
81 89 1.94123642147 (26, 22) 1styeargrad
81 78 1.94123675806 (12, 10) mlgrad
81 95 1.94123734189 (9, 7) professor
81 94 1.94123753466 (10, 8) mlgrad
81 63 1.9412380088 (36, 31) mlgrad
81 16 1.94123848795 (102, 90) mlurop
81 15 1.94123850781 (15, 13) 1styeargrad
81 77 1.94123856449 (89, 77) sloan
81 97 1.94123872582 (22, 19) 1styeargrad
81 8 1.94123898414 (18, 0) 
81 20 1.94123928913 (74, 63) sloan
81 91 1.94123940585 (35, 30) mlgrad
81 85 1.94123981205 (6, 4) mlgrad
81 47 1.94123981205 (90, 78) mlgrad
81 54 1.94123981205 (91, 0) mlgrad
81 22 1.94123981205 (49, 41) sloan
81 93 1.94123981205 (65, 54) mlgrad
81 31 1.94123981205 (0, 0) sloan
81 44 1.94123981205 (0, 0) 3rdyeargrad
81 70 1.94123981205 (40, 34) mlfrosh
81 2 1.94123981205 (29, 25) mlgrad
81 6 1.94123981205 (3, 1) 1styeargrad
